Trading Period Start Date & Time,AK,BP,CH,HM,IN,NL,NR,PN,WC,WN,NZ
20/04/2019 0:00,626.2,332.5,438.4,261,881.2,229.1,214.1,187.3,142.5,207.3,"3,519.70"
21/04/2019 23:30,633,356.7,444.5,256.4,884.4,231.4,210.6,175.4,140.6,217,"3,550.00"
21/04/2019 23:00,652.7,365.4,448,269.4,898.9,245.7,218,182.5,148.5,234.6,"3,663.80"
21/04/2019 22:30,685.2,366.7,445,283.2,891.8,260.4,219.2,189.2,146.8,247.1,"3,734.60"
21/04/2019 22:00,716.6,367.3,454.7,299.8,910.2,277.9,230,219.8,159,264.8,"3,900.20"
21/04/2019 21:30,756.5,360.3,464.2,321.3,929.5,295.1,241.9,229.2,168.2,281.2,"4,047.40"
21/04/2019 21:00,782.9,369.3,480.5,339.1,945.2,309.3,251,236.7,174.9,294,"4,182.90"
21/04/2019 20:30,807.9,380.8,495.1,355,954,323.7,258.8,244.1,183,304.8,"4,307.10"
21/04/2019 20:00,832,391.1,512.1,371.5,963.4,338.3,266.4,253.2,187.2,315.8,"4,430.90"
21/04/2019 19:30,835.8,398.7,527.7,386.7,971.6,352.2,273.6,259.5,192.3,325.1,"4,523.20"
21/04/2019 19:00,870.2,414.8,544.6,404.3,983.7,370.3,281.5,267.2,200.3,336.5,"4,673.40"
21/04/2019 18:30,899.8,427.6,562.2,424,998.7,388.2,290,276.7,208.9,348.2,"4,824.40"
21/04/2019 18:00,900,433.1,574,427.7,999.6,390.8,294.1,283.4,215.7,354,"4,872.30"
21/04/2019 17:30,836.6,427.3,566.1,410.9,987.2,369.4,286.6,280.1,212.8,342.6,"4,719.70"
21/04/2019 17:00,786.4,407.9,538.4,385.7,969.3,339.1,268.1,251.9,202.9,323.5,"4,473.30"
21/04/2019 16:30,765.8,393.9,515.7,371.2,954.1,317.6,254.1,244.1,194.2,309,"4,319.70"
21/04/2019 16:00,749.2,377.4,491.8,359.3,941.1,304.1,247.3,237,188.5,298.4,"4,194.10"
21/04/2019 15:30,741.7,364.8,479.7,345.6,931.7,295.6,242.7,228.6,184.1,288.6,"4,103.00"
21/04/2019 15:00,742.5,358.8,476.1,339.1,928.8,290.5,234.3,221,181.8,288.8,"4,061.70"
21/04/2019 14:30,745.4,356.5,474.2,331.5,925,289.2,224.2,214.7,179.6,291.7,"4,032.00"
21/04/2019 14:00,749.2,356.4,479.5,325.3,927.2,291.5,222.1,210.8,180.7,297.1,"4,039.60"
21/04/2019 13:30,766.4,357.3,484.6,329.2,932.7,296.7,223.4,214,181.2,304.2,"4,089.80"
21/04/2019 13:00,784.8,362.4,496.8,333.8,940.4,300.8,235.5,216.7,187.3,312.4,"4,170.90"
21/04/2019 12:30,798.8,365.2,499.1,336.8,945.6,305.2,242,219,190.7,312.3,"4,214.80"
21/04/2019 12:00,810.9,368.1,504.1,341.2,954.8,309.1,245,221.8,191.8,313,"4,259.80"
21/04/2019 11:30,816.8,373.2,505.4,348.5,957.2,308.4,241.6,220.3,192.5,310.3,"4,274.20"
21/04/2019 11:00,803.2,381.3,509.6,353.1,961.1,312.6,249.9,220.1,195.5,308.1,"4,294.50"
21/04/2019 10:30,832.7,388.3,514.2,360.3,967.4,319.6,252.2,219.9,193.8,305.1,"4,353.50"
21/04/2019 10:00,840.2,395.3,509.8,371.3,972.2,327.7,257.4,220.4,194.6,302.7,"4,391.50"
21/04/2019 9:30,839.8,400.8,503.7,384.1,963.1,335.5,263,220.8,194.4,295,"4,400.20"
21/04/2019 9:00,829.2,402.1,493.2,390.6,958.7,337.1,264.8,219.8,190.7,282.2,"4,368.50"
21/04/2019 8:30,807.9,400.9,474.3,389.4,953.5,330.6,260.4,215.2,181.6,264.6,"4,278.30"
21/04/2019 8:00,774.1,395.5,449.6,383.2,935.7,316.2,256.5,211.4,170.2,244.1,"4,136.50"
21/04/2019 7:30,709.1,379.1,420.2,368.4,914.1,294.9,245.2,202.7,161,222.8,"3,917.40"
21/04/2019 7:00,686.8,360.2,397.2,345.9,897.6,268.9,229.5,196.3,150.4,206.4,"3,739.20"
21/04/2019 6:30,651.5,346.3,383.8,321.7,886.1,243.9,217.3,190.5,140.3,191.9,"3,573.40"
21/04/2019 6:00,629.9,333.4,375.1,296.8,869.7,227.5,206.7,186.2,135.6,183.5,"3,444.40"
21/04/2019 5:30,604.3,321.1,362,270.9,856.2,213.5,196.2,177.1,128.1,173.4,"3,302.70"
21/04/2019 5:00,591.4,314.3,352,250.4,848.5,205.5,192.1,170,123.2,168.4,"3,215.80"
21/04/2019 4:30,578.3,309.5,338.7,237.2,837.6,198.8,188.4,163.1,120.4,164.6,"3,136.50"
21/04/2019 4:00,574.6,309,334.6,230.8,830.9,196.6,186.8,161.2,118.2,164,"3,106.80"
21/04/2019 3:30,571.9,312.1,333.9,230.6,828.7,196.9,185.7,161.1,118.4,163.6,"3,102.70"
21/04/2019 3:00,573.8,315.5,339,231,833,198,187.1,162.5,120.2,165.1,"3,125.10"
21/04/2019 2:30,576.3,317.4,347.1,231.8,833.4,200.5,188.2,164.3,119.6,167.3,"3,145.80"
21/04/2019 2:00,572.2,315.2,358,234.9,838.8,203,189.3,166.1,123,170,"3,170.50"
21/04/2019 1:30,578.2,319.4,375,237.9,843.7,206.3,190.7,168.9,123.8,174.3,"3,218.20"
21/04/2019 1:00,594.7,324,396.6,241.4,853.5,210.8,194.6,172,128.9,180.1,"3,296.70"
21/04/2019 0:30,613.6,331.3,418.9,250,865.8,218.1,199.8,176.6,131.4,187.7,"3,393.00"
21/04/2019 0:00,635.6,340.9,431,259,880.5,228.5,206.2,181.1,138.1,198.2,"3,499.10"
22/04/2019 23:30,674.8,337,459.4,266.7,875.2,233.3,200.2,180.6,140.6,211.3,"3,579.00"
22/04/2019 23:00,706.9,346.4,466.1,281.4,891.8,249.1,208.2,187.6,151.2,229.3,"3,718.10"
22/04/2019 22:30,748,353.6,468.8,296.7,889.6,266.2,212.9,192.1,150.8,242.4,"3,821.10"
22/04/2019 22:00,791.5,370.7,484.9,318,912.1,288.8,225.6,201.6,161.3,264.4,"4,019.00"
22/04/2019 21:30,835.9,383.9,499.6,339.4,932.9,313,237.6,208.5,172.8,284.9,"4,208.40"
22/04/2019 21:00,868.4,395.7,521.6,359.1,946.3,332.1,249,233.5,178.4,303.6,"4,387.60"
22/04/2019 20:30,906.9,405,537.3,378.1,956.1,349.1,260.8,245.9,185.7,317.5,"4,542.40"
22/04/2019 20:00,936.8,415.3,552.3,393,963.2,365.8,269.9,250.8,192,330.9,"4,670.00"
22/04/2019 19:30,951.5,433.9,568.3,409.5,972.9,384.4,280.9,258,196.6,344.1,"4,800.10"
22/04/2019 19:00,"1,011.60",448.1,583.6,428.1,984.7,405.8,292,267.6,204.5,359.7,"4,985.80"
22/04/2019 18:30,"1,046.70",460.6,599.5,450.7,995.3,428.3,302.4,277.4,214.5,372.4,"5,147.80"
22/04/2019 18:00,"1,055.20",466.4,602.1,464.3,991.3,434.3,314,283.5,221,377.4,"5,209.50"
22/04/2019 17:30,"1,026.90",456,577.4,460.6,967.8,422,312.3,281.5,213.6,369.2,"5,087.40"
22/04/2019 17:00,994.8,442.5,535.1,440.7,941.8,401.1,300.3,265.8,202.4,343.7,"4,868.20"
22/04/2019 16:30,960.5,427.2,507.6,419.3,921.8,380.3,285.2,239.3,190.8,316.4,"4,648.30"
22/04/2019 16:00,927.9,414.1,486.7,397.7,908,361,272.4,238.8,185.2,297.6,"4,489.50"
22/04/2019 15:30,902.1,406.6,473.2,383.5,903.4,348,267.7,225.1,178,287.1,"4,374.70"
22/04/2019 15:00,894.7,404.8,467.9,372,900.1,338.5,264.1,218,179.7,285.6,"4,325.40"
22/04/2019 14:30,887.7,403.8,473.5,362.8,897.9,331.9,262.7,215.3,178,285.1,"4,298.80"
22/04/2019 14:00,873.3,404.4,475,359.4,899.8,325.4,262.9,216.4,177.8,290.3,"4,284.80"
22/04/2019 13:30,870.8,407,477.7,359.8,906,323.2,264.8,218.9,180.5,293.5,"4,302.30"
22/04/2019 13:00,884.9,408.9,483.9,367.9,914.3,324.8,268.1,221.7,185,301.8,"4,361.20"
22/04/2019 12:30,892.1,405.7,487.8,377.4,921.4,328.3,271.5,225.8,188.7,306.8,"4,405.50"
22/04/2019 12:00,895.4,408.5,490.7,381.9,934,332.8,274.8,230.1,192.4,311,"4,451.70"
22/04/2019 11:30,882.6,424.2,496.9,384.8,941.5,335.2,273.6,229.5,196.4,309,"4,473.80"
22/04/2019 11:00,881.4,430.4,510.4,389.9,954,339,273.5,234,198.5,309.9,"4,520.90"
22/04/2019 10:30,881.3,449.3,516,396.8,958.9,343.3,274.9,238.4,200.8,310.3,"4,570.00"
22/04/2019 10:00,871.1,458.5,521.8,401.4,969.6,347,279.8,240.1,203.2,308.2,"4,600.50"
22/04/2019 9:30,852.4,457.2,518.4,401.1,968.7,348.2,283.1,239,204.4,306.1,"4,578.50"
22/04/2019 9:00,828,449.4,510.6,395.6,965.3,341,277.8,233.3,200.5,296.4,"4,497.80"
22/04/2019 8:30,794.6,437.7,490.2,386.2,964.3,330.5,267.4,227.3,191.6,282.3,"4,371.90"
22/04/2019 8:00,760.2,423.8,465.5,368.7,951,311.4,256.8,223.1,180.2,262.8,"4,203.50"
22/04/2019 7:30,708.6,406.2,441.7,354.7,931.1,288.6,244.8,217.3,166.5,241.5,"4,001.10"
22/04/2019 7:00,676.6,390.3,422.9,336,910,264.1,228.9,210.5,157.2,223.2,"3,819.60"
22/04/2019 6:30,645.1,377.2,405.1,314.1,894,240.7,217.8,199.1,146.3,209.6,"3,649.00"
22/04/2019 6:00,619.6,364.4,393.6,293.3,878.8,223.3,209.3,187.4,137.8,199.5,"3,507.10"
22/04/2019 5:30,589.1,353,372,269.9,866.8,206.8,201,175.8,130.3,186.4,"3,351.00"
22/04/2019 5:00,568.4,345.5,356.3,249.3,856.9,198,194.2,166.8,124.4,180.7,"3,240.40"
22/04/2019 4:30,552.7,341.5,340.3,235.1,840.3,192,184.1,159.1,120.1,174.2,"3,139.50"
22/04/2019 4:00,545.3,338.7,335.3,232,835.6,190.6,178.2,156.5,117.6,173,"3,102.90"
22/04/2019 3:30,543.7,337.2,334.1,230.1,830.5,188.8,179,155.6,118,171.9,"3,088.90"
22/04/2019 3:00,544.4,337.6,336.4,232.2,832.5,190.1,177.9,155.8,118.9,172.5,"3,098.30"
22/04/2019 2:30,541.6,339.4,342,234,831.5,192.4,177.8,156.8,120.3,172.9,"3,108.70"
22/04/2019 2:00,547.1,341.3,352.7,236.1,833.2,196.4,187.4,158.8,122.5,175.7,"3,151.10"
22/04/2019 1:30,554.5,342.3,368.2,236.9,840.8,200,190.5,161,123.1,179.3,"3,196.60"
22/04/2019 1:00,568.5,340.4,388.5,240,849.4,204.6,194.2,163.2,125.3,184.3,"3,258.40"
22/04/2019 0:30,585.1,345.2,407.9,244.7,859.5,211,198.8,167.3,128.6,192.3,"3,340.50"
22/04/2019 0:00,602.1,351.7,419.8,250.4,872.3,220.6,203.1,172.6,134.4,203,"3,430.10"
23/04/2019 23:30,745,346.7,467.6,283.2,885.2,252.1,201.9,205.9,149.7,221.4,"3,758.60"
23/04/2019 23:00,791.4,358.5,474.6,300.3,898.6,267.9,210.7,228.7,157.7,241.7,"3,930.10"
23/04/2019 22:30,840.5,365.1,476.3,320,897.4,287,214.8,240.1,156.3,257.5,"4,055.10"
23/04/2019 22:00,887.3,381.9,488.6,338.9,918.7,311.6,228.9,253.6,167.6,282.2,"4,259.20"
23/04/2019 21:30,940.9,400.3,505.5,366.5,946.2,339,244.6,262,181,306.3,"4,492.40"
23/04/2019 21:00,983.2,417.2,530.9,384.5,960.4,360.3,277.8,273.9,187.6,326.7,"4,702.60"
23/04/2019 20:30,"1,019.30",426.8,548.7,397.6,970.5,380.8,288.5,286.2,195.7,342.2,"4,856.20"
23/04/2019 20:00,"1,057.30",438.7,569.9,413.9,982,400.3,298,299.6,203.9,357.6,"5,021.20"
23/04/2019 19:30,"1,080.90",455.7,585,434.2,994.9,420.9,311.1,309,210.6,374.5,"5,176.90"
23/04/2019 19:00,"1,130.70",466.3,600.6,455.4,"1,006.60",441,323.5,319.8,217,389,"5,349.90"
23/04/2019 18:30,"1,169.80",468.4,621.9,476.1,"1,018.70",460.5,334.8,334.1,226.2,404.6,"5,515.10"
23/04/2019 18:00,"1,169.20",464.4,628.7,481,"1,013.20",459.1,344.4,342.2,230,411.4,"5,543.60"
23/04/2019 17:30,"1,116.20",451.1,606.7,462.8,993.7,425.2,340.7,329,218.5,404.7,"5,348.60"
23/04/2019 17:00,"1,077.50",427.1,564,439.5,966.2,392.9,320.7,312.2,205.1,379.9,"5,085.10"
23/04/2019 16:30,"1,064.10",418.6,534.4,429.4,952.7,375.1,303.2,302.1,197.7,360.9,"4,938.20"
23/04/2019 16:00,"1,053.10",420.8,521.7,418.4,946,363.6,295.4,294.7,196.3,348.6,"4,858.70"
23/04/2019 15:30,"1,048.40",426.8,522.3,406.6,939.8,361.2,290.6,287.2,194.7,341.2,"4,818.80"
23/04/2019 15:00,"1,044.70",421.9,524.6,399.8,924.1,358.6,291.7,281.4,194.6,338.9,"4,780.30"
23/04/2019 14:30,"1,049.50",411.2,527.7,394.8,937.4,356.1,291.1,277.3,195.9,339,"4,779.90"
23/04/2019 14:00,"1,065.80",411.3,531.3,394.3,938,358.3,294.2,276.5,198,343.4,"4,811.00"
23/04/2019 13:30,"1,073.70",419.9,534.9,397.8,938,358.8,294.4,279.7,200.2,347.5,"4,844.80"
23/04/2019 13:00,"1,073.10",423.4,539.4,403.6,944,362.1,298.5,281.5,203.3,353.3,"4,882.30"
23/04/2019 12:30,"1,076.80",420.7,540.2,408.5,946.8,363,303.1,284.2,207.2,351.4,"4,902.00"
23/04/2019 12:00,"1,079.90",417.7,544.9,413.4,955.8,366.6,304.4,287,210.1,351.3,"4,931.00"
23/04/2019 11:30,"1,079.50",420.4,556.1,416.4,958.3,366.5,301.7,290.5,215,354.7,"4,959.20"
23/04/2019 11:00,"1,085.90",426.5,568.3,422.3,924.1,370,303.7,292.7,217.8,358.1,"4,969.20"
23/04/2019 10:30,"1,092.80",431.7,577.7,427.1,971,374.4,300.5,276.5,220.3,362.3,"5,034.40"
23/04/2019 10:00,"1,094.50",441.9,587.7,434.8,983,380.2,301.2,259.3,221.8,365.2,"5,069.70"
23/04/2019 9:30,"1,100.30",445.4,596.3,442.7,986.6,391.1,306.1,262.4,225.4,364.4,"5,120.80"
23/04/2019 9:00,"1,108.40",436.8,607.1,449,998.7,400.2,304.1,263.8,229.4,363.5,"5,160.90"
23/04/2019 8:30,"1,106.50",419.3,612.3,453.8,997.3,403.4,300.7,269.8,228.6,360.4,"5,152.10"
23/04/2019 8:00,"1,087.70",439.4,610.9,455.1,990.8,403.7,293.4,292.8,224,352,"5,149.90"
23/04/2019 7:30,"1,027.60",442.4,595.6,446.3,974.5,389.4,283.7,290,212.3,335.4,"4,997.10"
23/04/2019 7:00,986.6,425.6,560.7,426.4,952.5,360.4,266.8,279.5,199.6,308,"4,766.10"
23/04/2019 6:30,900.2,399.9,522.3,388.1,924.6,318.9,246.5,258.4,180.5,273.1,"4,412.60"
23/04/2019 6:00,814.6,369.3,477.5,344.3,897.6,282.4,224.6,217.1,158.6,240.9,"4,026.80"
23/04/2019 5:30,720,344.4,423.5,305.4,878.1,244.6,201.6,197.2,142.8,208.7,"3,666.30"
23/04/2019 5:00,663.2,331.9,391.8,277.5,865,222.9,185.2,183,133,191.6,"3,445.10"
23/04/2019 4:30,620.4,319.8,364.9,251.9,844.8,207.6,176.2,171.2,124.3,180,"3,261.10"
23/04/2019 4:00,602.1,313.7,351.7,242.3,832.5,202,173.1,166.3,121.1,175.2,"3,180.10"
23/04/2019 3:30,590.9,308.2,347.6,237.5,829.5,199.4,171.2,164.8,120.7,171.9,"3,141.70"
23/04/2019 3:00,588.9,306.6,349.8,239.9,827.7,199.3,170.9,164.9,119.4,171.8,"3,139.10"
23/04/2019 2:30,585.5,313.6,354.7,239.6,830.4,200.4,172.5,162,120.5,172.4,"3,151.60"
23/04/2019 2:00,590.9,315.3,365.2,240.9,834.7,202.1,178.2,163.2,123.3,174.2,"3,187.90"
23/04/2019 1:30,598.2,318.9,381.5,241.4,840.6,204.9,179.9,167.2,122.9,177.2,"3,232.60"
23/04/2019 1:00,608.6,318.9,403.1,243.8,845.2,207.9,188.7,169.6,125.6,182.1,"3,293.40"
23/04/2019 0:30,629.4,322,424.1,249,853,212.7,193.7,174.7,129.2,188.6,"3,376.40"
23/04/2019 0:00,644.9,325.3,435.8,256.6,862.5,220.9,196.8,178.4,132,198.3,"3,451.60"
24/04/2019 23:30,718.8,385.6,480.8,275,899.1,254.3,236.3,222.5,148.2,226.4,"3,846.80"
24/04/2019 23:00,756.9,401.9,485.9,291.5,914.4,271.8,249.3,233.5,155.4,245.7,"4,006.30"
24/04/2019 22:30,807,402.8,490.1,307.4,909.6,288.9,254.9,240.6,154.9,259.8,"4,116.00"
24/04/2019 22:00,834.4,392.5,505.2,327.2,927.6,309.7,268,251.6,166.2,280.6,"4,262.90"
24/04/2019 21:30,879.9,400.9,521.4,348.1,950.9,332.3,278.1,259.6,176.3,301.1,"4,448.60"
24/04/2019 21:00,916.7,414.6,544,365.3,964.6,351.6,288.1,270.9,181.9,317.7,"4,615.70"
24/04/2019 20:30,941.7,425.9,561.4,379.2,979.9,369,299.3,284.8,188.4,331.1,"4,760.70"
24/04/2019 20:00,977.4,439.3,583.1,395.4,988.3,386.4,310.1,290.5,195.8,345.7,"4,911.90"
24/04/2019 19:30,996.9,451.5,605.5,415.4,999.6,404.6,321.5,301.5,202.8,359.8,"5,059.00"
24/04/2019 19:00,"1,048.10",454.7,622.1,435.6,"1,009.30",423.3,331.8,311.1,208.3,373.6,"5,217.80"
24/04/2019 18:30,"1,083.00",466.8,636.4,451.3,"1,021.20",441.1,338.6,324.7,216,386,"5,365.10"
24/04/2019 18:00,"1,092.50",472.7,651,459,"1,019.00",445.5,343.2,329.8,219.5,390.9,"5,423.00"
24/04/2019 17:30,"1,065.20",460.7,648.9,448.9,"1,000.80",425.7,334.2,322.8,209.6,384.6,"5,301.40"
24/04/2019 17:00,"1,026.80",445.2,620,425.5,979,397.5,308.6,309.6,195.8,362.8,"5,070.70"
24/04/2019 16:30,"1,008.30",436.2,601.3,420.4,964.8,376.4,293,300.8,189.5,344.9,"4,935.80"
24/04/2019 16:00,993.7,431.5,580.7,413,955.6,365.9,286.3,296.3,187.1,335.9,"4,845.90"
24/04/2019 15:30,995.3,427.2,577,404.3,951.9,362.3,282.5,292.6,187.4,328.9,"4,809.30"
24/04/2019 15:00,994.8,422.9,573,397.5,947.9,359.4,280.4,287.5,183.3,328.1,"4,774.80"
24/04/2019 14:30,"1,005.60",426.2,569.1,391.9,943.7,359.3,277.6,283.8,184.2,327.3,"4,768.70"
24/04/2019 14:00,"1,009.40",417,570.6,388.3,946.4,360.8,269.5,280.8,183.3,330,"4,756.30"
24/04/2019 13:30,"1,018.20",421.7,575.1,391.3,950.3,362.1,270.3,282.6,184.1,333.2,"4,788.90"
24/04/2019 13:00,"1,022.40",419.6,584.1,397.7,959.8,365.9,274.4,286.9,187.2,337.3,"4,835.30"
24/04/2019 12:30,"1,030.50",418.7,580.3,401.6,966.7,369.3,277.4,289.1,187.1,337,"4,857.70"
24/04/2019 12:00,"1,036.40",420,581.9,406.8,975.9,375.1,277.9,293.3,191.3,340.2,"4,898.80"
24/04/2019 11:30,"1,041.50",424.8,585,413.1,977.8,377.7,279.5,295.8,198,342.8,"4,935.80"
24/04/2019 11:00,"1,052.20",430.3,593,418.9,990.7,384.1,283,298.7,202.2,347.3,"5,000.30"
24/04/2019 10:30,"1,052.60",429.7,596.4,422.5,992.6,387.4,285,300.4,204.3,348.9,"5,019.80"
24/04/2019 10:00,"1,058.00",434.9,606.7,430.8,"1,001.20",393.1,284.6,302.3,208.2,351.5,"5,071.30"
24/04/2019 9:30,"1,070.90",438.6,611.9,438.1,996.6,403.1,274.6,306.4,213.2,355,"5,108.30"
24/04/2019 9:00,"1,076.40",443.5,621.2,448.2,"1,005.30",409.9,274.8,310.8,218.4,359.9,"5,168.40"
24/04/2019 8:30,"1,088.20",450.8,624,451.9,"1,006.90",412.9,288.9,315.4,221.4,358.8,"5,219.20"
24/04/2019 8:00,"1,095.60",449.9,615.4,450.2,"1,004.20",412.5,283.4,315.4,222.2,352.8,"5,201.60"
24/04/2019 7:30,"1,029.10",438.8,592,443.8,986.1,398.6,275.5,310.6,214.5,338.5,"5,027.40"
24/04/2019 7:00,997.5,422.8,558,426.2,959.8,370.7,260.6,300.9,200,313,"4,809.40"
24/04/2019 6:30,916.4,402.6,519.6,394.4,928.1,331.4,244.1,282.9,181.6,279.7,"4,480.70"
24/04/2019 6:00,856.1,376.5,476.3,351.8,897.4,294.1,225.2,258.9,164.6,245.8,"4,146.80"
24/04/2019 5:30,767.1,350.7,422.7,311.7,874.6,257.6,202.7,236.5,146.3,212.9,"3,782.70"
24/04/2019 5:00,713.2,335,393.4,282.1,855.5,235.6,188.6,217.6,135.6,195.5,"3,552.00"
24/04/2019 4:30,671.6,323.7,367.2,255.9,836.7,220.5,179.9,204.6,127,182.9,"3,370.00"
24/04/2019 4:00,656.4,323.2,356.8,247.9,830.9,216.1,203.2,201.3,123.7,178.5,"3,338.00"
24/04/2019 3:30,644.6,322.2,351.1,246.8,824.9,214.5,204.8,200.3,122.2,175,"3,306.40"
24/04/2019 3:00,644.1,321.2,354.7,246.9,826.7,213.4,205.6,200,122.6,174.9,"3,310.10"
24/04/2019 2:30,644.4,322.6,359.6,248.7,828.6,214,206.3,202.5,123.3,176,"3,325.90"
24/04/2019 2:00,649.2,324,372,248.5,835.5,215.5,208,204.4,125.9,178.2,"3,361.30"
24/04/2019 1:30,655.8,326.4,388,252.5,839.6,218.2,212.7,202.3,127,181.6,"3,404.00"
24/04/2019 1:00,672.2,327.1,410.3,257.7,850,221.8,216,199.7,131.5,188.2,"3,474.50"
24/04/2019 0:30,682.4,337.4,432,263.9,860.7,229.3,217.6,191.7,135.8,195.9,"3,546.70"
24/04/2019 0:00,710.9,341.1,442.2,271.2,871.4,238.9,211.3,195.7,142.4,206.5,"3,631.50"
25/04/2019 23:30,679.4,338.6,456.3,259.5,870,239.4,211.1,219.8,136.6,208.8,"3,619.60"
25/04/2019 23:00,710.4,350.6,462.2,272.8,877.7,255.9,221.1,228.2,143.7,226,"3,748.60"
25/04/2019 22:30,744,355.4,460.5,284.7,878.6,272.4,223.6,232.5,142.8,237.2,"3,831.70"
25/04/2019 22:00,784.2,367.1,471.9,301.5,898.7,293.2,234,244,152.1,254.8,"4,001.50"
25/04/2019 21:30,834.3,381.6,484.5,322.7,924.5,314.9,246.1,249,161.9,273,"4,192.40"
25/04/2019 21:00,871.2,394.5,503.3,339.7,938.3,333.2,256.2,260.3,170.4,289,"4,356.20"
25/04/2019 20:30,903.2,405.3,520.9,353.6,951.6,348.2,263.6,269.5,176.4,301.2,"4,493.40"
25/04/2019 20:00,930.8,417.2,539.4,366.9,963.3,364.6,271.5,278.2,182.7,314.4,"4,629.00"
25/04/2019 19:30,939.2,430.6,559.6,380.8,974.8,382.2,282,290.1,189.4,325.4,"4,753.90"
25/04/2019 19:00,985.2,441.1,572.1,399.5,990.6,400.9,292.1,301.2,194.4,339.2,"4,916.40"
25/04/2019 18:30,"1,016.30",450.5,583.7,418.1,"1,004.40",417.3,301.3,314.1,201.5,350.9,"5,058.10"
25/04/2019 18:00,"1,016.20",454.3,584.8,423.8,"1,002.70",417.5,305.6,319.9,202.1,354.6,"5,081.40"
25/04/2019 17:30,978.5,439.8,562.4,404,989.8,391.2,300.1,314.3,195.5,340.2,"4,915.80"
25/04/2019 17:00,927.3,419.8,515.1,376.6,974.2,356.5,280.9,298,181.6,308.7,"4,638.80"
25/04/2019 16:30,892.8,405.9,476.5,361,958.2,334.9,265.9,284.6,173.7,287.4,"4,440.90"
25/04/2019 16:00,865.1,398.3,452.2,349.8,942.2,320.9,256.7,272.5,164.8,272.3,"4,295.00"
25/04/2019 15:30,851.1,393.7,444.2,341.8,933.8,313.2,248.5,263.2,160.2,262.6,"4,212.30"
25/04/2019 15:00,850.2,389.6,442.1,334.8,922,309.8,245.5,258.4,156.1,259.5,"4,168.00"
25/04/2019 14:30,854.8,388.9,442.7,328.8,914.5,309,245.4,252.3,158.4,261.2,"4,156.10"
25/04/2019 14:00,857.4,387.6,446.4,327.1,917.7,312,247.2,249,159.3,264.8,"4,168.50"
25/04/2019 13:30,863.9,387.4,453.5,334.3,919,317.1,249.6,249.5,160.9,270.7,"4,205.90"
25/04/2019 13:00,886,392.8,465.1,339.3,925.7,324.4,253.2,253,164.3,280.3,"4,284.20"
25/04/2019 12:30,899,394.7,472,343.4,930.3,329.7,258.1,258,166.8,283.6,"4,335.70"
25/04/2019 12:00,906.2,390.8,477.8,347.3,938.9,334.5,255.6,260.4,169.5,288,"4,368.90"
25/04/2019 11:30,902.2,389.9,482,351.1,945.4,335,244.5,260.8,173.3,288.2,"4,372.30"
25/04/2019 11:00,906.5,393,488,351.9,950.3,337.9,246,261.1,176,290.9,"4,401.80"
25/04/2019 10:30,908.7,395.5,497.2,357.8,953.2,342.1,249.1,262.6,180.7,293.1,"4,439.80"
25/04/2019 10:00,908.2,405.7,509.6,364.9,923.3,345.6,251.1,264.8,185.4,296.1,"4,454.70"
25/04/2019 9:30,898.5,409.6,513.6,369.9,961.6,348.7,267.5,266.7,186.1,297.2,"4,519.30"
25/04/2019 9:00,877.5,409.7,514.1,372.9,959.3,345.9,268.9,268.6,185.6,290.2,"4,492.60"
25/04/2019 8:30,848.8,406.4,502.9,374.5,951.7,335.9,261.6,265.6,183.2,278.1,"4,408.90"
25/04/2019 8:00,814.8,397.6,486.8,371.4,948.4,322.2,254.8,264.7,177.5,262.1,"4,300.20"
25/04/2019 7:30,741,414,460.1,361.7,929.2,302,243.6,260.4,169,244.9,"4,125.80"
25/04/2019 7:00,723.1,403.4,438.4,347.1,916.2,279.4,230.7,252.1,159.8,229.2,"3,979.40"
25/04/2019 6:30,694.6,393.2,425.3,322.7,902.4,258.4,222.7,235.3,148.4,213.4,"3,816.20"
25/04/2019 6:00,672.6,382.7,411.8,300.9,891,242.3,212.3,229.4,138.7,202.7,"3,684.30"
25/04/2019 5:30,635.2,370.5,390.1,278.2,877.1,226.9,206.2,221.3,130,190.8,"3,526.50"
25/04/2019 5:00,623.7,365.9,376.2,264.5,862.3,219.2,200.9,211.1,123.3,185.6,"3,432.60"
25/04/2019 4:30,610.9,361.1,358.3,251.9,847.9,211.4,200.3,199.7,118.3,177.8,"3,337.50"
25/04/2019 4:00,610.6,357.7,352.1,242.6,838.6,207.8,200.8,198.7,117,175.5,"3,301.20"
25/04/2019 3:30,604.9,357.8,350.1,238.5,838.1,206.5,200.8,196.9,118.4,174,"3,285.90"
25/04/2019 3:00,605.7,356.4,356,238.5,839.1,207.8,200.8,191.6,118,175.8,"3,289.60"
25/04/2019 2:30,604.4,358.1,360.6,237.8,839.3,210,202.1,193.2,118.8,177,"3,301.30"
25/04/2019 2:00,608.1,359.7,374.9,239,844.2,212.8,206.1,201.6,121.4,179.8,"3,347.50"
25/04/2019 1:30,615.2,361.9,392.9,242.6,850,217.1,209.7,203.8,124.7,184.1,"3,402.00"
25/04/2019 1:00,631.8,364,416.1,246.7,861.5,222.1,213.2,206.8,128.1,190.5,"3,480.80"
25/04/2019 0:30,656.8,368.3,437.1,254.1,872.7,230.4,218.6,212.4,133.1,199.8,"3,583.40"
25/04/2019 0:00,682.6,375.8,452.9,262.4,889,240.7,225.4,216,141,211.2,"3,697.10"
